,review_rating,review_text,verified_purchase,total words,total characters
1254,4,4 stars purely because it leaves smear on my white kitchen tiles but it does clean them well,False,19,94
1255,5,I've used other heat protection products they've left my hair sticky or greasy. I love this spray!! Love how soft my hair feels after using it too.,True,28,151
1256,1,little confused why so many people are saying these are vegan when ingredients say these MAY contain milk. May?! what's that about? if makers of these do not know who does? really disappointing for those who cannot take that risk,False,43,239
1257,5,"I used this in Gran Canaria in 25\u00B0C heat it protected my face from 8am until 5pm, when i washed it off. It isn't greasy at all dries with in minutes. Doesn't leave shiny look feels like it's moisturising whilst protecting skin at same time! I used it every day for 2 weeks there isn't still loads left in bottle. Would recommend to anyone!!!! Amazing.",False,73,386
1258,2,"I've used this product for years it's always worked well. I recently bought it it had new fragrance, which wasn't made obvious I didn't really like. It doesn't offer me same sweat protection. Had I known I wouldn't have bought it",False,46,247
1259,1,"I have no idea how well it tans as yet. I am writing this at 4am, I put it on after my shower yesterday evening stink has woken me up given me an absolutely horrific headache. Desperate to wash it off but I'm afraid of disturbing kids. Cheers Dove!!",False,53,265
1260,5,"Lovely smell. Softens clothes. The whole range of Comfort is good. However, I think we all use too much product. The fragrance is strong consistency of conditioner is reasonably thick.I now use half as much as I previously used. One third to half cap is quite enough for full wash load to soften produce amazing scent. And softens clothes admirably. We don't need an overpowering blast of perfume, subtle whiff is lovely. By using less, we are doing our small bit to save planet through pollution. We are also saving money as I've noticed that bottle of softener lasts twice as long. Its win win!",False,115,626
1261,5,Best mayo. What else,True,4,20
1262,5,What can you say but it's makes your clothes smell nice,True,11,55
1263,5,Fit for purpose,True,3,15
1264,5,Good,True,1,4
1265,5,Good washing capsules.The smell is very nice.,True,7,45
1266,5,Better than most similar products second to none.,True,9,53
1267,5,Easy to use great value on subscription,True,7,39
1268,5,Love this washing powder,True,4,24
1269,5,"Does what it says on label, washes well",True,9,43
1270,5,great price love this Fabric Conditioner,True,6,40
1271,5,Quick postage great product,True,5,31
1272,5,I don't smell anymore,True,4,21
1273,5,"Smells beautiful, fragrance lasts for weeks after washing. Great value, IÂve subscribed to this product.",True,15,105
1274,1,Binned It.,False,2,10
1275,5,About two weeks after using this my bad cystic acne started to fade by time i finished bottle all my acne was gone.i thought i was just missing toner in my skin care so i started using garnier one i had from set .One week later my acne comes back so im back to using simple my acne is fading again.i will never stop using this,False,71,342
1276,1,"I bought this couple of months ago along with cleanser moisturiser as i have spot prone, oily skin occasional issues with dermatitis around my eyes. This was worst mistake ever. I thought I was crazy as Simple is supposed to be gentle on skin but after using this toner it has dried my skin out bought dermatitis back around my eyes so they are very red, skin flaky sore in places. At first i didn't think it was toner but after two months of elimination it is definitely toner drying out my skin. I would not recommend this product at all.",False,113,586
1277,2,I'm diabetic wanted to find out carbohydrate content. I could not find ANY nutritional information whatsoever. Badly managed Walls...,False,22,143
1278,5,"My girls are so picky about what they wash condition their hair with they go through tonne of stuff with being teens. So I thought I would try this. Excellent price. Well they were delighted with results. Soft, stinky , silky smooth hair. One has chemically treated hair as well. This lead me to have try as mine is bleached toned. Wow. I spend fortune on shampoos conditioners. Well you think you need to when you do on your hair. Not any more. This is great. I have it on subscribe save feature now saving us by not buying over priced products.",True,114,588
1279,5,The smell in clothes is so lovely it last long.you dont have to use lot aswell.would definately buy again recommend to others.,False,25,136
1280,5,I normally buy my washing detergents in shops as I like to see whatÂs on offer etc... I had run out of washing liquid fabric conditioner wasnÂt able to get to shops due to broken ankle. I came across this bundle as decided to give it try as I as desperate for washing stuff. This bundle is brilliant buy very good value for money. I would highly recommend. However fabric conditioner did seem to clog up drawer though - this has never happened with normal fabric conditioner I use.,True,99,517
1281,5,"Love this specific version from Comfort. Really subtle gentle smell that does not overpower clothes, but you still know it is there.",True,24,140
1282,5,"I have been converted to these by my friend. Tried few times cannot live without them now. Really fresh, yet mild smell to clothes. Nicely removes all stains of messy 6 year old too!",True,39,198
1283,5,"Fantastic value, ordered Sunday was delivered Monday..thanks so much!",True,9,69
1284,5,smell good make my clothes more soft,True,8,40
1285,3,"Lotion works pretty good however 8 pumps into 20.3 oz bottle 201Csmart pump201D stopped working. They2019ve designed bottle so that you can2019t screw pump off, like we2019ve all done in past to get last of lotion out. I was determined to not loose entire bottle of lotion so I had to cut top off with box knife. Word to wise, advoid smart pump!",False,76,391
1286,2,The pump design on large bottle is horrible. It is impossible to determine which end lotion will come out by looking at pump. How many carpets pieces of furniture are being ruined by pump design.,False,40,215
1287,2,"I can't believe you can't unscrew top to get to last of lotion! I have 2\"" of lotion in bottle that I can't get to! What waste of money. Will be switching body lotions with my next purchase.",False,43,208
1288,5,good,False,1,4
1289,4,"Great soap, always lovely",True,4,25
1290,5,"my daughter had allergies, she could not stand this one",True,10,55
1291,5,Great value works well.,True,5,27
1292,5,"Fantastic, Amazon 100% ther",False,4,27
1293,5,Great value & delivery - perfect for anyone who does washing on daily basis like we do - lasts ages cheaper than buying multiple bottles in supermarket. Smells lovely to!,True,33,180
1294,5,A lot of people are complaining this doesn't have seal. Neither does one you buy at Morrisons. These aren't required to have seal on them. Great price great product. It works well smells good. Will be buying again.,True,43,230
1295,5,Get these delivered regularly - makes it lot easier than lugging all heavy stuff home from shop. Brilliant !,True,22,118
1296,5,Great price fast delivery,True,5,29
1297,2,"The product delivered to me would not soften properly tasted inferior to ones I buy at Tesco. I had to put pots in microwave to get noodles to soften up little, then leave them for several minutes. Will not buy again.",True,48,243
1298,5,Brilliant,True,1,9
1299,2,Not much flavour of praline at all. Very cheap taste texture ice cream with cheap tasting choc covering. Also it tasted much more like dark chocolate than of milk I am not really fan of that.,False,39,201
1300,5,Fav love it always use it xxxx makes my hair so soft n smooth,False,14,61
1301,5,"So many uses, on buttered toast, in soups stews, on roast potatoes.... handy little tip.... when jar is nearly empty, store jar on its side, (there is little flat bit on side of jar) you can get that last bit out easily.",False,50,248
1302,5,Love love love love this flavour. This is one of my favourites. Nice spicy.,False,15,79
1303,5,I love this. It cleans exfoliates beautifully without leaving my skin red sore like some do. And it feels supersoft refreshed. Used twice week it keeps my skin looking feeling clean fresh.,False,38,210
1304,5,Value. Great for everyday use.,True,5,30
1305,5,I have been using this deodorant for years find itÂs incredibly effective long lasting! The only one I use.,True,21,116
1306,5,It's shampoo. It's cheaper than in shops. What more is there to say? XD,True,15,75
1307,4,These are not as strong as I expected but they are pleasant enough. I really expected them to be really hot but they are what I would call ''very mild''.,True,30,153
1308,5,Lovely shampoo.,True,2,15
1309,4,This is decent size bottle of washing liquid price isnÂt too bad as Amazon had it on offer. I have used it before am happy with its performance.,False,32,159
1310,5,"Love this particular surf smell it leaves my washing smelling so fresh, its also great price for how much you get.",False,22,116
1311,5,"Love this, bought for my daughter as nothing else seemed to work to keep her fresh through day. This does !! The smell is fresh clean lasts her all day.",True,33,164
1312,5,Fast delivery true to description,True,5,33
1313,5,"I don't buy any other softener! The smell is phenomenal - lasts for ages after wash. The softness is great bottle is so pretty, with an extremely functional measuring cap. Love it!",True,35,190
1314,5,Brillant get moneys worth last while,True,7,38
1315,5,This brand you can't go wrong with for your washing.,True,10,52
1316,5,A*****,True,1,6
1317,5,I liked I could buy in bulk for cheaper price,False,10,45
1318,5,These are great - better than normal dairy.,False,8,43
1319,5,Brilliant,True,1,9
1320,5,"My wife has extremely sensitive skin, which I never believed until I inadvertently washed some of her clothing in different detergent. On that basis, she has used either Persil or Fairy products for our joint laundry for many years. Combine that with fact that we cannot use biological products as we have septic tank, this product is ideal. The detergent is dispensed into capsule which is inserted into main body of product then placed on top of laundry. There is sufficient detergent for 48 washes from two bottles. The detergent is complimented by fabric conditioner, which is measured out into fabric compartment softener on washing machine; there is sufficient to condition 24 washes. Both products have pleasant ""clean"" fragrance leave clothing smelling fresh soft after drying. A really good product for those with sensitive skin competitively priced against normal supermarket prices.",False,157,947
1321,5,Just as ordered great value arrived as stated good service,True,10,58
1322,5,"Lasts all day has that amazing lynx Africa smell, use this all time now.",True,16,80
1323,5,Leaves nice streak free clean shine smells fresh.,True,11,59
1324,1,I purchased this product recently there is smell consistency as used to be. I am sure product was diluted. I guess this water with bit of blue pigment. I am very disappointed with quality of it.,True,42,212
1325,4,Decent softener. ItÂs bit hard to make it last as long as listed number of washes,True,18,88
1326,5,"Comfort Creations are best all round fabric conditioner/softener on market, although few come close this product can't be matched for scent, softness value for money. The Honeysuckle & Sandalwood is my personal favourite, however all 6 scents would have same description as above.",True,48,298
1327,4,Good bargin,True,2,11
1328,1,"To start few capsules where empty called persil to get nothing from them, normally you would get sorry voucher is in post, no nothing. Now after using whole packet, we are still not happy, they have left slimy capsule on clothes, meaning we have to wash again this wasn't first time few times over whole packet. I've never had problems like this with any other brand. But Im totally unhappy would not recommend anyone buying these or even give any stars for companies response to problem. NOT RECOMMENDED! DO NOT BUY!",True,106,567
1329,4,"In this ""kit"" for sensitive skin you get x2 Persil non-biological washing detergent (potentially 48 washes) x1 ultra-concentrate Comfort Pure (potentially 38 washes). I say potentially because if you are doing larger loads you'll need to increase amount you use. We tend to alternate between Fairy Persil non-bio, not only because we have young children but also because some family members have sensitive skin. We've never had an issue with someone having reaction due to Persil, it's probably our preferred brand. We don't use Comfort Pure all time because some members of family don't like how it leaves their clothes feeling (too soft!), but we do use it on children's clothes because it leaves them nice soft. Both products in this kit are endorsed by British Skin Foundation. Price for kit at time of writing review is Â£11, this is slightly more than you would currently get individual products in some supermarkets (Â£3 for each product). But you are getting them delivered too. If you wanted to give practical baby shower gift, this would be ideal, slightly different to nappy pyramid. Would also make practical house-warming present. Overall - good products that work, slightly on expensive side.",False,214,1266
1330,5,"This fake tan moisturizer is honestly most amazing tan i have ever used. I have tried them ALL i mean ALL! it is so soft on skins, dries almost instantly honestly is just so lovely.It gives really natural but deep tan lasts ages! i usually do this twice week then give good exfoliation once week start again. This is now my holy grail, i will constantly purchase this!",False,78,400
1331,3,"Does what it says, doesn't smell that great though",True,9,50
1332,5,"I love Tresemme hair products this shampoo is great. A little bit goes long way making these bottles last ages! Hair feels silky afterwards smells great. The price is fab, in line with sale costs at high street supermarkets.",True,44,242
1333,5,Happy with purchase,True,3,19
1334,5,I love English mustard. It's by far better than Polish stuff.,True,12,65
1335,5,Value for money,True,3,15
1336,5,"As strict vegetarian I've missed eating cornetto's since finding out they wernt veggie, so i was eager to try these. They are delicious, i cant tell any difference in taste or texture to what i remember of normal ones.",False,41,224
1337,5,Everyone in our family likes ice cream.. this flavour is not an exempt. The taste was yummy ... worth for money.... there were 4 sticks of medium size...,False,29,157
1338,5,Very good price & product,True,5,25
1339,5,Made my hair look alive again but not too oily. The scent isnÂt. Too powerful as well.,True,17,87
1340,5,This is good value buy for treseme shampoo. This shampoo is good for dry hair that needs moisturising.,True,19,104
1341,5,Love how soft this shampoo leaves my hair,True,8,41
1342,5,Happy with purchase,True,3,19
1343,5,Would buy again,True,3,15
1344,5,My daughter recommended this to me as she has been using it for last two years I always commented on her lovely natural tanned legs. Thought I would try this instead of my usual St.Tropez Gradual Tan one you use in shower. Well I am so glad I did as it not only gave me natural tan but also had slight shimmer to it which made my legs look lot healthier considering I am over 60 it does not have that awful smell either like other fake tans. I use it once every other day in between use body polish to get rid of any dead skin cells this products seems to work well doing it this way.,False,127,614
1345,5,Absolutely love this smell. My washing always smells so fresh. I do hope this 'limited edition' end up stayer. Best softener I've used in over 35 years.,False,28,154
1346,5,Light fragrance leave clothes soft.,True,6,39
1347,5,Great value for money. Light fragrance leaves clothes soft.,True,10,63
1348,5,"Came in 3 separate Packets which all have Sealable top. Scent is lovely, hasnÂt affected my Kids skin at all, I do find I need to put fabric softener in as they are Rough when dry, but otherwise are Great. Fantastic value for money!",True,45,235
1349,1,I bought 2 of same bottles they were both differant colour had different fragrance.,False,18,97
1350,5,Great ice cream! Very rich like more superior brands of dairy stuff.,False,14,76
1351,5,Having read reviews about strong smell I checked bottle I'm currently using bottle is identical it's not particularly strong smelling I actually like it. I'm ordering another one will check smell before accepting it. If it is indeed changed it will be returned.,False,50,289
1352,1,"Bought this as it was on offer, thiught how different cojld it be from garnier summer glow? Well aparently this is made to not only go stripey make your feet orange, but to make you stink of false tan. Moral of story, I should have bought garnier, it has better smell I've never had streaking from it.",False,64,327
1353,5,Brownie points all round,False,4,24
1354,5,So pleased to have found this absolutely delicious ice cream. Soft creamy lovely vanilla flavour. Very hard not to finish tub in one go.,False,27,146
1355,4,VFM,True,1,3
1356,5,Very good buy,True,3,13
1357,5,"Great snack , love drinking juice when all noodles have gone or making bread butter noodle sandwich.. yum lol",False,23,123
1358,1,bland .no beef or tomato flavour at all! sachet of watery cheap sauce. i dont recall it being this bad as ive had beef one before n it was thick)tasty.wont be buying again.,False,34,176
1359,5,My all time favourite softener I\u2019ve never smelt anything so nice lasts for long time very happy customer,False,20,115
1360,5,Works well.,True,2,11
1361,5,Tastes better than any other brand,True,6,34
1362,5,Love this smell,True,3,15
1363,5,It really lasts longer much cheaper in end,False,10,50
1364,5,Quick delivery good value for money Leaves clothes smelling clean an fresh.,True,12,75
1365,5,Exactly what youÂd expect. I occasionally use 2 pods for larger loads. Slightly cheaper per pod than supermarket.,True,19,118
1366,1,This felt like it was watered down wasnÂt closed when I received it. In fact this like is really poor product. Do not buy.,True,26,129
1367,5,"Purchased this for my sport mad teenage daughter who wanted deodorant that would last until end of day, this product does exactly what is promises scent is also amazing",True,33,182
1368,5,"We have allergies, this product is only one good for us",True,12,59
1369,5,Very lovely,True,2,11
1370,5,"I love this cleansing lotion, its thick gentle on my skin with Superdrug's fantastic price deals if was even better.",False,22,124
1371,1,Do NOT buy this or any other simple products as they have changed preservatives in them. I have come out in bad sore rash my eyes are burning my top lip tingled I had to wash it all off! I phoned simple she told me they have had product change in all their stuff changing preservatives!! When I asked WHY she just said I don't know it just changed. I want to know why!!?? There's no good reason except maybe for them to save money using cheaper ingredients!! I've used simple products for nearly 20 years since Nivea did same sold their company to German company who changed all their products. Im really angry about this what am I supposed to use now. I have VERY sensitive skin simple was ok but now it's rubbish! Im skin is sore burnt simple just don't care!! Please be careful as I usually stock up when my products are on offer but fully Asda gave me refund onto gift card as I didn't have receipt for 6 bottles I had or I'd have been well out if pocket!!??,False,200,1012
1372,5,These are just perfect. They really created perfect fruit-cream balance in lollie. Love fact that cream is not foamy as rest of vanilla ice cream flavours,False,31,172
1373,5,Absolutely delicious. My sons favourite,False,5,39
1374,4,One star removed as most of pieces were cracked .,False,11,53
1375,3,"I bought this today as my mother has banned tan in my house so thought I could be sneaky purchase moisturiser/tan all in one. When I applied it seemed bit sticky, but just thought it would sink in after bit of time. When I woke up in morning tan hadn't sunk in at all still felt tacky. The colour of tan is really natural gives healthy glow doesn't smell, easy for last minute night out.",False,87,425
1376,5,Great buy,True,2,9
1377,5,Good price,True,2,10
1378,5,Thank god somebody delivers to Brazil!!! Making expats lives more bearable. Thank you :),True,14,88
1379,1,"I do not like these wipes at all, VERY scratchy on skin, not gentle at all. Would not recommend. Wipes rip apart easily during use.",True,25,131
1380,5,Ok,True,1,2
1381,5,Good buy,True,2,8
1382,5,I had really dry patches on my forehead cheeks for months I tried loads of different expensive products but none of them worked. I used this scrub once it got rid of it made my skin so smooth! Very good scrub but dry flaky skin on your face.,False,52,257
1383,1,"This was my favourite deodorant I was using it for years. I just bought new can realised that they changed fragrance. I hate it, it's awful. Need to find new deodorant now....",False,37,191
1384,5,"Great product, nice smell to it. Does job well.",True,10,51
1385,5,The product smelt great made clothes smell fresh however it was priced cheaper/ same in tesco WilkinsonÂs,False,19,114
1386,5,"Can't go wrong for price! I often use this alongside fake tan to sustain colour my skin often gets dry after applying fake tan so this helps to keep it hydrated! It's so quick easy to apply. You can apply either morning or night leave on - you'll see results quickly! So good to take away on holiday too to give you that extra summer glow colour that's so easy to do! However... once you've finished applying, make sure you wash your hands or wipe your palms with wet wipe. Also clean your nails thoroughly as colour can stick there as you're using your hands to apply. Other than that, really recommends this product it's such good value for money!",False,129,683
1387,5,All good,True,2,8
1388,5,I love these noodles.,True,4,21
1389,5,I got this only for Â£8.50 hope it will reduce again. As it smell is very mice every load to consistency of how it will continues to work.,True,30,146
1390,5,Lovely scent excellent value for money,True,7,42
1391,5,Nice deodorant lasts ages smells not overpowering,False,8,53
1392,5,Like smell fresh & clean,True,5,24
1393,5,"Absolutely great value from Amazon, ideal as snack when its too warm to cook. Fast delivery too.",True,18,98
1394,3,For first time I bought this ice cream (as reviews are so good)and try it. To be honest itÂs not that bad but not amazing. The vanilla yogurt from alpro is way better. My kids enjoyed but for me need to have more vanilla flavour. My husband smelled says smell like big blop of cream.,False,59,298
1395,1,"Same as previous reviewer, purchased as on offer. Not sure if formula has changed streaky orange, can see streaks once dried. Would not buy again. Now searching for better product.",False,34,194
1396,5,We are verry happy with comfort that is what we by all time thank you so much,True,18,81
1397,5,"After being caught out by sudden nice weather me still being as pale as an uncooked chip I bought bottle of this to try. The very first time I used it, I did have couple of streaks on my legs then I read instructions realised it says you must apply it in circles, so next day I used liberal amount made sure to use circular motion all over I was delighted that on only second day I had enough colour to go bare-legged (it had also covered up streaks too)I have now applied this for 4 days running look like I have been away for week in sun. It is really natural even colour. There is bit of whiff of fake tan when you first apply it but it wears off after few hours. My skins feels so smooth moisturised too which is an added bonus!",False,167,798
1398,5,"I've always longed for more of healthy colour to my skin as I am extremely pale, but have been put off each time I have used tanning product because- well, it's been disastrous. However! This is first (and only) successful product that i have used which creates beautifully even, healthy natural tan within few days.I could not rate this enough. I also have sensitive, spot-prone skin on my face but I have been able to use this on my face successfully as well. Long-lasting, deeply moisturising super natural. 10/10 my favourite!",False,98,550
1399,5,Ive been using this product for 3 days now. I have natural tan from this. Easy to apply i like this better than bondi sands gradual tan. It does have slight fake tan smell at first but this wears away. Very pleased,False,46,226
1400,5,I used these everyday for about 3 months they are great I love simple wipes anyway but these ones are great they remove all your make up leave your skin feeling refreshed I will definitely buy these [This review was collected as part of promotion.],False,48,258
1401,5,I put this on every night before I go to bed when I wake up in morning my skin feels so hydrated plumped - I love it! I have sensitive skin have struggled with eczema throughout my life but this cream has never caused me any problems. I love it.,False,54,261
1402,5,"It perfect gentle product, focusing on hydration! Not tacky at all , which is also very important to me, goes with every cream :) Highly recommend !!!",False,29,158
1403,5,"My friend told me about dove few months back she recommended this particular one. I can see why now though. It makes your skin beautifully soft it smells devine. Honestly now, I just can't live without it. I always have to buy this scent. It's my signature haha. It's nice to see this is on offer as I wouldn't buy it for nearly Â£4 I'd go to savers instead get it as it is normally Â£1.95. Overall, buy it, smell it, pamper yourself if you love baths you can get this scent in dove bubble bath too. Hehehe. Enjoy!",False,104,532
1404,5,"This is my favorite affordable body wash! Super moisturizing, doesnt leave any bad residue, all scents are so fresh! Highly recommend!",False,23,142
1405,5,This is my go to body wash! Leaves skin feeling super soft doesnt irritate sensitive skin from harsh perfumes or chemicals. Will continue to use this product for every shower bath. Also pretty inexpensive,False,36,212
1406,5,It smells great it really does help moisture your skin. Its really soft smooth on your skin.,False,19,100
1407,5,"This is only body wash that helps my dry skin, i get really bad red bumps dryness this helps tremendously. it smells amazing leaves my skin feeling smooth silky. I will not buy another body wash.",False,41,215
1408,4,"This soap has lovely scent,very plentiful,I would prefer if it had longer lasting scent on body in comparison to some other products but overall I would recommend",False,29,166
1409,5,This is recommended for anyone that has dry skin doesnt like it to feel oily. This is my skin so soft glowing. Very affordable.,False,26,135
1410,4,"Very moisturizing! Nice thick consistent, smooth soft on skin. Smells amazing long lasting clean.",False,16,105
1411,5,"Smells wonderful, it has light clean scent. It leaves skin feeling moisturized smooth. This is only body wash I use. It is my go to. Its affordable would continue to recommend this to my friends family.",False,41,220
1412,5,I've tryed all fake tans this is best by far looks natural it's amazing,False,15,75
1413,4,"Having quite fair skin its hard to find product that does not make you go streaky look like you have been sprayed in orange juice well I have been applying this for week now my skin looks feels amazing. I have had so many comments on what nice colour my skin is! So I went back bought 3 more bottles today! Only reason I didn't give 5 stars is because as its developing smell is bit strong, smells like your cooking Haha, but to get such an amazing result I'm happy with that. Highly recommend",False,104,521
1414,4,Purchased week ago have used it about 4 times after second application I already had nice subtle tan didn't expect it to work so quick Would say get some disposable gloves as even washing hands straight away did notice odd markings on hands,False,46,248
1415,5,"Bought this not so long ago on special offer but was not expecting much as very rarely lotions give me desired effect however this one is absolutely perfect. The tan effect is so natural , no blotches or patches. Gorgeous brown colour. 100% recommend.",False,45,255
1416,2,I bought this because I am very fair hide from sunshine. However this product felt good as moisturizer however felt clingy greazy after few minutes. After 2 hours of waiting cream remains sticky. Also no change in my skin colour. I am really disappointed. I advise not to buy this product.,False,56,305
1417,2,"Purchased because it was on offer my blindingly white legs needed bit of help. I only wanted gradual tanner because there is less chance of obvious streaks. It smelt nice on application, light floral scent. However within few hours it smelt stronger than actual full on fake tan - very unpleasant. I could also feel cream sitting on my skin, not fully absorbed or dry. The actual tanning result was barely noticeable. I won't be buying again.",False,83,458
1418,5,"Love this! I am fair haired, blue eyed, lily white skin older lady who burns to crisp in sun, when i uncover. Having just returned from holiday i wanted to at least look like i had tan but it was very cold there. I bought this on offer went for Fair - Med. The first time i put it on my arms all over sparingly i didnt really notice that much although there was definately something. Today i thought let me add bit more after my usual morning shower. I applied bit more liberally over arms legs, face. I have had comments today on what lovely glow i have. It has developed nicely today. I have sassy looking healthy bod i feel good. Bought another tube just ordered few more whilst on offer. I hate sitting in sun burning (unless i am covered in P20 lotion) this is very safe way to get bronze look. No streaks, easy to apply, doesnt stain hands, slight tan smell but not too much. I am hooked.",False,191,948
1419,4,"Really like light colour this product gives me-easy to use & streak free. However, reading lot of reviews many claim lotion dries quickly however this is not my experience. I spend about an hour drying off am sticky most of day.",False,46,246
1420,5,Husbands Likes Dove Extra Fresh. It Has A Nice Fresh Clean Smell.,False,12,65
1421,5,Started using this product 2 months ago. I have stopped sweating stay dry all day. It is first time my sweating has been under control for about 5 years. My confidence has return. It's great. Try this product. Give it few days to kick in.,False,48,248
1422,5,Finally found deodorant for menopausal women.,False,8,51
1423,5,Really clean fresh smelling fragrance that absolutely lasted all day long x kept me wonderful fresh dry x I love dove all their products x especially body wash deodorants x,False,36,196
1424,5,"I have been looking for good face SPF for so long now, especially as weather has started to improve, but i have always found them to be so expensice - I am so happy this is so inexpensive! I have oily skin this doesn't make me greasy it looks amazing under makeup, my makeup looks so much better when I have this on, my foundation goes on so smoothly my pores are hardly visible! love love love this, really mosituring good sun protection",False,89,460
1425,5,"I started using Cerave's facial lotion few months ago since had constant breakouts which isn't norm for me. Wanting to love product, I persisted until very recently when I decided enough was enough. I picked up this Simple one it's best thing I've done. Within two days not only have my current spots begun to clear, overall look of my face is so much calmer. Just goes to show that all fancy, long named, sciencey products don't always come up on top over simple gentle products like this one.",False,98,528
1426,5,amazing!cant rate it enough got it as gift can't stop smelling it scent is absolutely amazing exfoliate itself is amazing my skin after use feels so soft just can't stop using it!wont use any other skin brand!x,False,42,228
1427,5,I'm really enjoying using this product because it compares favourably with more expensive brands.,False,14,97
1428,5,"I've always used different brand of gradual ran but smell has always put me off. As this was half price I had enough points to use, I thought I would give it try.1- Smell is lovely2- My skin is so soft3- It goes on so well, just used it like moisturiser.( washed palms with wipe!)4- Looks AMAZING!!!5- WILL BE USING IT RATHER THAN MY USUAL ( St.Moritz) 6- Very natural looking.7- I'm quite pale but found 1 application of medium to dark was perfect!8- It has lasted for quite few days before I noticed it was starting to disappear quite subtly.9- Great product 10- A must buy!!!!!!!!",False,115,605
1429,5,Love dove bath products. This soap bar has dove scent is quarter moisturising. (Not as drying as other soaps).,False,22,120
1430,5,Nice fresh fabric softeners,True,4,27
1431,5,This product is amazing value for money. The smell is lovely soft does job well. Would recommend this purchase.,False,22,123
1432,5,Great product thanks,True,3,20
1433,4,Happy,True,1,5
1434,5,"okay, I have hair like most of us. for sure, less each year but that's only meant I care bit more about doing right by it. This is probably best shampoo I've ever owned I only need to buy like 2 bottles year. feels good. i got conditioner too, which is equally as good can be bought in same size",True,67,319
1435,1,Gave me everyone I gave pack to rash spots,True,13,54
1436,4,"Great fragrance that strikes just right balance - although wife complains that small bottles are very difficult to pour accurately from. They probably are if you slurp in what you reckon is full measure and, in fact, it is nearer two full measures. This is really quick way to use up small 540 ml bottleÂ .butÂ .if you use cap as measure as it is supposed to beÂ ..then you will find it is very economical way to use conditioner! Very cool fragrance which actually carries through to your clothes, making you smell like Fresh Sky Â if you know what such thing smells like? Something else I really like about this conditioner is that bottles are all made from recyclable plastic manufacturer is asking for customers to recycle new bottles so they can go same path third time around! Three Stars for product another one for being good green.",False,167,906
1437,4,"Great price for these bottles, you only need small amount (half cap) in wash to soften clothes. The smell is nice but doesn't last - if you want something that lingers, try Lenor Unstoppables (but that won't soften clothes). That said, softening effect is noticeable, even when handwashing delicate underwear. I like ultra concentration which reduces size of bottles for storage.",False,69,407
1438,5,This is an ultra concentrated fabric conditioner. I was initially surprised at how small bottles were but then I read on side that you only need half cap of product so each bottle will last you while. It is nice to be able to fit bottles in my kitchen cupboard! I did find that half cap was enough. I live in an area with very hard water my clothes came out of wash feeling soft smelling lovely. I did really like scent although it is nothing special (it just had that generic floral fabric conditioner scent that they all have).,False,111,567
1439,1,"Bought one of smaller sized bottles of same softener to compare quality was disappointed to find this was much thinner than kind you find in shop. Has been heavily diluted so no real saving, will be going back to getting it in shop cancelling my subscription.",True,53,287
1440,5,Buy all time no problem with this item,True,9,42
1441,5,"Perfect taste, not so salty flavour as other yeast based products. Buying again today. To be honest love it on toast!",False,21,117
1442,5,Love pot noodle. Plenty of curry flavour. Brill as snack anytime. Easy to prepare. Great value for money. Cheaper than supermarkets. Definitely recommend,True,26,161
1443,5,"Our household normally use comfort, however I hadn't used 'Fresh Sky' scent before, which I must say is really nice! Just don't go sniffing directly from bottle as it's concentrated, scent is much more intense that it really is. The ultra concentrated allows for much smaller bottle you don't need to use as much in washing machine either (just half lid worth); smaller bottle of course makes carbon footprint smaller; in addition, bottle is made from 100% recycled plastic which is bonus, both bottle lid can be recycled back. Only downside is sleeve isn't, so do make sure you remove this before throwing bottle in recycling; hopefully they will work on making whole thing recyclable in future. All in all, good value for money great scent (though latter is subjective).",False,151,850
1444,5,Lovely,True,1,6
1445,5,"This listing is for pack of 8, concentrated fabric softeners, although I received sample for review purposes. Note that container is made from 100% recycled plastic is suitable for further recycling, but you do need to remove plastic wrap that holds product information (once bottle is used up, as you need it beforehand for dosing information). I found I needed to use jar opener to remove lid for first time; I guess that is good when you are receiving this via post as it means there is less chance of lid coming loose spilling contents into parcel rather than onto your clothes. I like scent, which transfers well to laundry leaves it smelling floral without being overly sweet. It would be worth sniffing in shop before committing to large pack however, as not all laundry scents are to everyoneÂs taste. The softness is fantastic, particularly noticeable after laundry has been dried outside, which normally makes it feel stiff. A bottle will cover up to 36 loads (4-5 Kg), you will only manage 16 larger, 6-7 Kg loads. The bottle looks small, but liquid is very concentrated, so do use dosing cap rather than just pour into machine as you will otherwise use too much (probably).",False,226,1260
1446,5,"my kids will not spend whole week without Pot Noodles this is their favourite flavour. Great big pots, larger than average at bargain price on Amazon.",True,30,162
1447,4,"This is lovely scent of fresh flowers (Fushia) it really does make good job of fragrancing up clothes in wash. The bottle is small as liquid is condensed type this bottle is capable of 36 washes (apparently), however, I would say that to get really fragrance you do have to use little more than it says on bottle....however, that may be down to my taste to be honest as I do like my laundry to be very fragrant. You put liquid in soap/conditioner drawer measure small amount out in lid.",False,106,538
1448,5,"Shop bought is much more expensive than l paid for these, unless special offer is on so this deal was excellent value for money. Full of flavour tasty snack anytime. Definitely recommend",True,33,188
1449,5,"Very very efficient !!!! An effective nice fragrance. The best washing product I have. However, for towels linen every third time use pre-wash of at least 12 hours",True,31,173
